Text30,Text40,Text8,Text37,Text49,Text38,Text33,Text31,Text13,Text24,Text43,Text35,Text34,Text36
05:00 - 05:59 pm,52,,98.96,1.90,,88.96,36,10.00,,0.19,69,0,0.00
06:00 - 06:59 pm,16,,24.47,1.53,,21.98,6,0.00,,0.00,38,1,2.49
07:00 - 07:59 pm,10,,10.99,1.10,,10.99,7,0.00,,0.00,70,0,0.00
08:00 - 08:59 pm,1,,0.00,0.00,,0.00,1,0.00,,0.00,100,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01/13/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"3,835.23",0.00,,"3,835.23",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,1,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 am,14,,2.69,0.19,,0.00,10,0.00,,0.00,71,1,2.69
10:00 - 10:59 am,14,,57.98,4.14,,47.98,7,10.00,,0.71,50,0,0.00
11:00 - 11:59 am,19,,51.98,2.74,,41.98,10,10.00,,0.53,53,0,0.00
12:00 - 12:59 pm,34,,115.94,3.41,,105.94,24,10.00,,0.29,71,0,0.00
01:00 - 01:59 pm,36,,103.75,2.88,,70.96,30,30.00,,0.83,83,1,2.79
02:00 - 02:59 pm,42,,109.64,2.61,,106.95,22,0.00,,0.00,52,1,2.69
03:00 - 03:59 pm,34,,44.98,1.32,,34.98,25,10.00,,0.29,74,0,0.00
04:00 - 04:59 pm,37,,68.95,1.86,,68.95,15,0.00,,0.00,41,0,0.00
05:00 - 05:59 pm,27,,66.65,2.47,,63.96,18,0.00,,0.00,67,1,2.69
06:00 - 06:59 pm,27,,41.98,1.55,,41.98,21,0.00,,0.00,78,0,0.00
07:00 - 07:59 pm,8,,17.99,2.25,,17.99,6,0.00,,0.00,75,0,0.00
08:00 - 08:59 pm,4,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01/14/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"3,204.17",0.00,,"3,204.17",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 am,11,,81.66,7.42,,78.97,8,0.00,,0.00,73,1,2.69
10:00 - 10:59 am,24,,89.96,3.75,,89.96,12,0.00,,0.00,50,0,0.00
11:00 - 11:59 am,29,,120.95,4.17,,110.95,14,10.00,,0.34,48,0,0.00
12:00 - 12:59 pm,26,,77.96,3.00,,57.96,21,20.00,,0.77,81,0,0.00
01:00 - 01:59 pm,23,,27.99,1.22,,17.99,13,10.00,,0.43,57,0,0.00
02:00 - 02:59 pm,32,,45.97,1.44,,45.97,22,0.00,,0.00,69,0,0.00
03:00 - 03:59 pm,32,,100.95,3.15,,80.95,19,20.00,,0.63,59,0,0.00
04:00 - 04:59 pm,32,,94.94,2.97,,84.94,14,10.00,,0.31,44,0,0.00
05:00 - 05:59 pm,40,,139.93,3.50,,129.93,19,10.00,,0.25,48,0,0.00
06:00 - 06:59 pm,16,,72.97,4.56,,35.98,9,36.99,,2.31,56,0,0.00
07:00 - 07:59 pm,15,,0.00,0.00,,0.00,13,0.00,,0.00,87,0,0.00
08:00 - 08:59 pm,1,,0.00,0.00,,0.00,1,0.00,,0.00,100,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01/15/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"2,493.39",0.00,,"2,493.39",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,1,,0.00,0.00,,0.00,2,0.00,,0.00,200,0,0.00
09:00 - 09:59 am,9,,13.68,1.52,,10.99,3,0.00,,0.00,33,1,2.69
10:00 - 10:59 am,10,,34.98,3.50,,34.98,2,0.00,,0.00,20,0,0.00
11:00 - 11:59 am,26,,81.97,3.15,,71.97,15,10.00,,0.38,58,0,0.00
12:00 - 12:59 pm,28,,124.43,4.44,,111.94,23,10.00,,0.36,82,1,2.49
01:00 - 01:59 pm,31,,112.65,3.63,,89.96,23,20.00,,0.65,74,1,2.69
02:00 - 02:59 pm,26,,112.93,4.34,,102.93,15,10.00,,0.38,58,0,0.00
03:00 - 03:59 pm,38,,94.34,2.48,,88.96,20,0.00,,0.00,53,2,5.38
04:00 - 04:59 pm,39,,189.92,4.87,,179.92,23,10.00,,0.26,59,0,0.00
05:00 - 05:59 pm,34,,61.97,1.82,,51.97,25,10.00,,0.29,74,0,0.00
06:00 - 06:59 pm,28,,20.68,0.74,,17.99,15,0.00,,0.00,54,1,2.69
07:00 - 07:59 pm,11,,0.00,0.00,,0.00,9,0.00,,0.00,82,0,0.00
08:00 - 08:59 pm,3,,0.00,0.00,,0.00,4,0.00,,0.00,133,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01/16/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"3,971.97",0.00,,"3,971.97",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 am,7,,17.99,2.57,,17.99,7,0.00,,0.00,100,0,0.00
10:00 - 10:59 am,24,,41.98,1.75,,41.98,9,0.00,,0.00,38,0,0.00
11:00 - 11:59 am,31,,62.34,2.01,,56.96,13,0.00,,0.00,42,2,5.38
12:00 - 12:59 pm,31,,162.41,5.24,,159.92,12,0.00,,0.00,39,1,2.49
01:00 - 01:59 pm,43,,138.93,3.23,,128.93,23,10.00,,0.23,53,0,0.00
02:00 - 02:59 pm,43,,178.60,4.15,,165.91,36,10.00,,0.23,84,1,2.69
03:00 - 03:59 pm,30,,77.64,2.59,,74.95,23,0.00,,0.00,77,1,2.69
04:00 - 04:59 pm,45,,152.94,3.40,,142.94,30,10.00,,0.22,67,0,0.00
05:00 - 05:59 pm,39,,110.95,2.84,,80.95,28,30.00,,0.77,72,0,0.00
06:00 - 06:59 pm,16,,10.99,0.69,,10.99,9,0.00,,0.00,56,0,0.00
07:00 - 07:59 pm,10,,0.00,0.00,,0.00,2,0.00,,0.00,20,0,0.00
08:00 - 08:59 pm,2,,0.00,0.00,,0.00,1,0.00,,0.00,50,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01/17/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"2,862.65",0.00,,"2,862.65",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 am,14,,62.47,4.46,,59.98,7,0.00,,0.00,50,1,2.49
10:00 - 10:59 am,18,,62.97,3.50,,52.97,15,10.00,,0.56,83,0,0.00
11:00 - 11:59 am,40,,157.61,3.94,,134.92,36,20.00,,0.50,90,1,2.69
12:00 - 12:59 pm,50,,188.90,3.78,,178.90,28,10.00,,0.20,56,0,0.00
01:00 - 01:59 pm,48,,162.92,3.39,,142.92,35,20.00,,0.42,73,0,0.00
02:00 - 02:59 pm,54,,89.96,1.67,,69.96,42,20.00,,0.37,78,0,0.00
03:00 - 03:59 pm,35,,10.99,0.31,,10.99,17,0.00,,0.00,49,0,0.00
04:00 - 04:59 pm,51,,85.65,1.68,,82.96,24,0.00,,0.00,47,1,2.69
05:00 - 05:59 pm,28,,115.95,4.14,,105.95,9,10.00,,0.36,32,0,0.00
06:00 - 06:59 pm,16,,0.00,0.00,,0.00,5,0.00,,0.00,31,0,0.00
07:00 - 07:59 pm,10,,17.99,1.80,,17.99,7,0.00,,0.00,70,0,0.00
08:00 - 08:59 pm,5,,0.00,0.00,,0.00,2,0.00,,0.00,40,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01/18/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"3,187.24",0.00,,"3,187.24",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
12:00 - 12:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
06:00 - 06:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01/19/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"3,865.26",0.00,,"3,865.26",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 am,8,,20.68,2.59,,17.99,5,0.00,,0.00,63,1,2.69
10:00 - 10:59 am,17,,41.98,2.47,,41.98,9,0.00,,0.00,53,0,0.00
11:00 - 11:59 am,42,,101.95,2.43,,81.95,30,20.00,,0.48,71,0,0.00
12:00 - 12:59 pm,44,,157.93,3.59,,147.93,27,10.00,,0.23,61,0,0.00
01:00 - 01:59 pm,35,,85.95,2.46,,75.95,14,10.00,,0.29,40,0,0.00
02:00 - 02:59 pm,38,,114.89,3.02,,104.89,20,10.00,,0.26,53,0,0.00
03:00 - 03:59 pm,40,,112.94,2.82,,112.94,20,0.00,,0.00,50,0,0.00
04:00 - 04:59 pm,34,,78.97,2.32,,58.97,23,20.00,,0.59,68,0,0.00
05:00 - 05:59 pm,30,,44.98,1.50,,34.98,31,10.00,,0.33,103,0,0.00
06:00 - 06:59 pm,29,,39.97,1.38,,39.97,15,0.00,,0.00,52,0,0.00
07:00 - 07:59 pm,17,,0.00,0.00,,0.00,13,0.00,,0.00,76,0,0.00
08:00 - 08:59 pm,2,,10.99,5.50,,10.99,1,0.00,,0.00,50,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01/20/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"3,427.32",0.00,,"3,427.32",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,0,,2.69,0.00,,0.00,0,0.00,,0.00,0,1,2.69
09:00 - 09:59 am,16,,2.69,0.17,,0.00,10,0.00,,0.00,63,1,2.69
10:00 - 10:59 am,13,,28.98,2.23,,28.98,11,0.00,,0.00,85,0,0.00
11:00 - 11:59 am,32,,71.96,2.25,,71.96,13,0.00,,0.00,41,0,0.00
12:00 - 12:59 pm,26,,41.67,1.60,,28.98,13,10.00,,0.38,50,1,2.69
01:00 - 01:59 pm,21,,17.99,0.86,,17.99,10,0.00,,0.00,48,0,0.00
02:00 - 02:59 pm,24,,91.74,3.82,,88.95,9,0.00,,0.00,38,1,2.79
03:00 - 03:59 pm,30,,140.94,4.70,,130.94,17,10.00,,0.33,57,0,0.00
04:00 - 04:59 pm,27,,74.95,2.78,,74.95,24,0.00,,0.00,89,0,0.00
05:00 - 05:59 pm,35,,69.97,2.00,,59.97,28,10.00,,0.29,80,0,0.00
06:00 - 06:59 pm,21,,48.98,2.33,,28.98,15,20.00,,0.95,71,0,0.00
07:00 - 07:59 pm,9,,0.00,0.00,,0.00,11,0.00,,0.00,122,0,0.00
08:00 - 08:59 pm,3,,10.99,3.66,,10.99,1,0.00,,0.00,33,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01/21/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"3,221.92",0.00,,"3,221.92",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,0,,0.00,0.00,,0.00,3,0.00,,0.00,0,0,0.00
09:00 - 09:59 am,11,,26.78,2.43,,23.99,12,0.00,,0.00,109,1,2.79
10:00 - 10:59 am,17,,17.99,1.06,,17.99,14,0.00,,0.00,82,0,0.00
11:00 - 11:59 am,19,,0.00,0.00,,0.00,10,0.00,,0.00,53,0,0.00
12:00 - 12:59 pm,21,,26.68,1.27,,23.99,13,0.00,,0.00,62,1,2.69
01:00 - 01:59 pm,29,,46.97,1.62,,46.97,8,0.00,,0.00,28,0,0.00
02:00 - 02:59 pm,22,,13.68,0.62,,10.99,18,0.00,,0.00,82,1,2.69
03:00 - 03:59 pm,33,,70.96,2.15,,70.96,24,0.00,,0.00,73,0,0.00
04:00 - 04:59 pm,31,,80.46,2.60,,77.97,23,0.00,,0.00,74,1,2.49
05:00 - 05:59 pm,20,,12.98,0.65,,10.99,5,0.00,,0.00,25,1,1.99
06:00 - 06:59 pm,4,,17.99,4.50,,17.99,3,0.00,,0.00,75,0,0.00
07:00 - 07:59 pm,4,,17.99,4.50,,17.99,3,0.00,,0.00,75,0,0.00
08:00 - 08:59 pm,3,,0.00,0.00,,0.00,3,0.00,,0.00,100,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01/22/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"3,918.89",0.00,,"3,918.89",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,2,,0.00,0.00,,0.00,1,0.00,,0.00,50,0,0.00
09:00 - 09:59 am,10,,17.99,1.80,,17.99,6,0.00,,0.00,60,0,0.00
10:00 - 10:59 am,15,,32.08,2.14,,29.99,15,0.00,,0.00,100,1,2.09
11:00 - 11:59 am,23,,91.44,3.98,,88.95,14,0.00,,0.00,61,1,2.49
12:00 - 12:59 pm,21,,50.47,2.40,,47.98,7,0.00,,0.00,33,1,2.49
01:00 - 01:59 pm,29,,153.93,5.31,,143.93,14,10.00,,0.34,48,0,0.00
02:00 - 02:59 pm,28,,45.97,1.64,,45.97,15,0.00,,0.00,54,0,0.00
03:00 - 03:59 pm,22,,65.66,2.98,,52.97,16,10.00,,0.45,73,1,2.69
04:00 - 04:59 pm,16,,10.00,0.63,,0.00,17,10.00,,0.63,106,0,0.00
05:00 - 05:59 pm,15,,0.00,0.00,,0.00,10,0.00,,0.00,67,0,0.00
06:00 - 06:59 pm,12,,31.67,2.64,,28.98,3,0.00,,0.00,25,1,2.69
07:00 - 07:59 pm,5,,0.00,0.00,,0.00,7,0.00,,0.00,140,0,0.00
08:00 - 08:59 pm,2,,1.99,1.00,,0.00,1,0.00,,0.00,50,1,1.99
09:00 - 09:59 pm,1,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01/23/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"3,043.34",0.00,,"3,043.34",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,0,,2.69,0.00,,0.00,0,0.00,,0.00,0,1,2.69
09:00 - 09:59 am,16,,17.99,1.12,,17.99,10,0.00,,0.00,63,0,0.00
10:00 - 10:59 am,21,,63.96,3.05,,63.96,13,0.00,,0.00,62,0,0.00
11:00 - 11:59 am,16,,11.29,0.71,,0.00,8,10.00,,0.63,50,1,1.29
12:00 - 12:59 pm,33,,91.94,2.79,,91.94,15,0.00,,0.00,45,0,0.00
01:00 - 01:59 pm,32,,50.96,1.59,,50.96,25,0.00,,0.00,78,0,0.00
02:00 - 02:59 pm,32,,76.96,2.41,,76.96,15,0.00,,0.00,47,0,0.00
03:00 - 03:59 pm,30,,108.63,3.62,,105.94,8,0.00,,0.00,27,1,2.69
04:00 - 04:59 pm,34,,105.96,3.12,,95.96,20,10.00,,0.29,59,0,0.00
05:00 - 05:59 pm,27,,46.97,1.74,,46.97,17,0.00,,0.00,63,0,0.00
06:00 - 06:59 pm,18,,10.99,0.61,,10.99,7,0.00,,0.00,39,0,0.00
07:00 - 07:59 pm,8,,0.00,0.00,,0.00,5,0.00,,0.00,63,0,0.00
08:00 - 08:59 pm,6,,0.00,0.00,,0.00,4,0.00,,0.00,67,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01/24/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"2,578.58",0.00,,"2,578.58",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,1,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 am,8,,0.00,0.00,,0.00,8,0.00,,0.00,100,0,0.00
10:00 - 10:59 am,10,,47.98,4.80,,47.98,3,0.00,,0.00,30,0,0.00
11:00 - 11:59 am,17,,77.97,4.59,,77.97,7,0.00,,0.00,41,0,0.00
12:00 - 12:59 pm,20,,46.36,2.32,,40.98,13,0.00,,0.00,65,2,5.38
01:00 - 01:59 pm,23,,104.95,4.56,,94.95,19,10.00,,0.43,83,0,0.00
02:00 - 02:59 pm,31,,113.96,3.68,,101.96,24,10.00,,0.32,77,2,2.00
03:00 - 03:59 pm,41,,62.97,1.54,,52.97,24,10.00,,0.24,59,0,0.00
