Text30,Text40,Text8,Text37,Text49,Text38,Text33,Text31,Text13,Text24,Text43,Text35,Text34,Text36
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09/13/2025,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,"4,046.81",0.00,,"4,046.81",0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,3,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,35,,80.00,2.29,,80.00,19,0.00,,0.00,54,0,0.00
09:00 - 09:59 am,57,,42.00,0.74,,42.00,21,0.00,,0.00,37,0,0.00
10:00 - 10:59 am,59,,70.69,1.20,,68.00,35,0.00,,0.00,59,1,2.69
11:00 - 11:59 am,53,,85.98,1.62,,74.98,42,11.00,,0.21,79,0,0.00
12:00 - 12:59 pm,57,,103.97,1.82,,(7.00),49,110.97,,1.95,86,0,0.00
01:00 - 01:59 pm,55,,67.00,1.22,,67.00,39,0.00,,0.00,71,0,0.00
02:00 - 02:59 pm,68,,101.99,1.50,,65.00,52,36.99,,0.54,76,0,0.00
03:00 - 03:59 pm,38,,76.99,2.03,,76.99,20,0.00,,0.00,53,0,0.00
04:00 - 04:59 pm,39,,61.00,1.56,,61.00,23,0.00,,0.00,59,0,0.00
05:00 - 05:59 pm,37,,11.00,0.30,,11.00,25,0.00,,0.00,68,0,0.00
06:00 - 06:59 pm,19,,11.00,0.58,,11.00,5,0.00,,0.00,26,0,0.00
07:00 - 07:59 pm,9,,0.00,0.00,,0.00,2,0.00,,0.00,22,0,0.00
08:00 - 08:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09/14/2025,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,"3,785.72",0.00,,"3,785.72",0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
12:00 - 12:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
06:00 - 06:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09/15/2025,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,"2,635.24",0.00,,"2,635.24",0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,2,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,2,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,48,,24.69,0.51,,22.00,28,0.00,,0.00,58,1,2.69
09:00 - 09:59 am,37,,10.00,0.27,,10.00,24,0.00,,0.00,65,0,0.00
10:00 - 10:59 am,66,,178.99,2.71,,142.00,25,36.99,,0.56,38,0,0.00
11:00 - 11:59 am,41,,67.00,1.63,,67.00,29,0.00,,0.00,71,0,0.00
12:00 - 12:59 pm,59,,22.00,0.37,,22.00,30,0.00,,0.00,51,0,0.00
01:00 - 01:59 pm,51,,60.99,1.20,,60.99,27,0.00,,0.00,53,0,0.00
02:00 - 02:59 pm,47,,115.98,2.47,,78.99,23,36.99,,0.79,49,0,0.00
03:00 - 03:59 pm,44,,123.98,2.82,,50.00,31,73.98,,1.68,70,0,0.00
04:00 - 04:59 pm,42,,56.00,1.33,,56.00,20,0.00,,0.00,48,0,0.00
05:00 - 05:59 pm,59,,81.98,1.39,,81.98,32,0.00,,0.00,54,0,0.00
06:00 - 06:59 pm,49,,28.00,0.57,,28.00,35,0.00,,0.00,71,0,0.00
07:00 - 07:59 pm,37,,11.00,0.30,,11.00,25,0.00,,0.00,68,0,0.00
08:00 - 08:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09/16/2025,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,"4,285.86",0.00,,"4,285.86",0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,1,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,19,,22.00,1.16,,22.00,13,0.00,,0.00,68,0,0.00
09:00 - 09:59 am,45,,42.00,0.93,,42.00,27,0.00,,0.00,60,0,0.00
10:00 - 10:59 am,44,,97.99,2.23,,97.99,19,0.00,,0.00,43,0,0.00
11:00 - 11:59 am,44,,95.00,2.16,,95.00,22,0.00,,0.00,50,0,0.00
12:00 - 12:59 pm,36,,112.99,3.14,,75.00,20,36.99,,1.03,56,1,1.00
01:00 - 01:59 pm,45,,93.98,2.09,,20.00,33,73.98,,1.64,73,0,0.00
02:00 - 02:59 pm,51,,148.94,2.92,,106.99,30,41.95,,0.82,59,0,0.00
03:00 - 03:59 pm,38,,33.00,0.87,,33.00,21,0.00,,0.00,55,0,0.00
04:00 - 04:59 pm,50,,88.26,1.77,,46.99,17,36.99,,0.74,34,2,4.28
05:00 - 05:59 pm,40,,57.00,1.43,,57.00,24,0.00,,0.00,60,0,0.00
06:00 - 06:59 pm,45,,71.00,1.58,,71.00,26,0.00,,0.00,58,0,0.00
07:00 - 07:59 pm,31,,42.69,1.38,,40.00,15,0.00,,0.00,48,1,2.69
08:00 - 08:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09/17/2025,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,"3,082.60",0.00,,"3,082.60",0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,29,,2.69,0.09,,0.00,25,0.00,,0.00,86,1,2.69
09:00 - 09:59 am,34,,81.69,2.40,,79.00,15,0.00,,0.00,44,1,2.69
10:00 - 10:59 am,35,,90.00,2.57,,90.00,28,0.00,,0.00,80,0,0.00
11:00 - 11:59 am,40,,109.99,2.75,,73.00,23,36.99,,0.92,58,0,0.00
12:00 - 12:59 pm,38,,78.00,2.05,,78.00,18,0.00,,0.00,47,0,0.00
01:00 - 01:59 pm,42,,98.99,2.36,,62.00,11,36.99,,0.88,26,0,0.00
02:00 - 02:59 pm,26,,23.99,0.92,,23.99,19,0.00,,0.00,73,0,0.00
03:00 - 03:59 pm,53,,34.00,0.64,,34.00,21,0.00,,0.00,40,0,0.00
04:00 - 04:59 pm,48,,124.98,2.60,,51.00,41,73.98,,1.54,85,0,0.00
05:00 - 05:59 pm,36,,77.98,2.17,,77.98,29,0.00,,0.00,81,0,0.00
06:00 - 06:59 pm,26,,50.00,1.92,,50.00,15,0.00,,0.00,58,0,0.00
07:00 - 07:59 pm,29,,10.00,0.34,,10.00,27,0.00,,0.00,93,0,0.00
08:00 - 08:59 pm,1,,0.00,0.00,,0.00,1,0.00,,0.00,100,0,0.00
09:00 - 09:59 pm,2,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09/18/2025,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,"2,918.29",0.00,,"2,918.29",0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,1,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,40,,23.00,0.58,,23.00,19,0.00,,0.00,48,0,0.00
09:00 - 09:59 am,42,,40.00,0.95,,40.00,16,0.00,,0.00,38,0,0.00
10:00 - 10:59 am,28,,59.99,2.14,,59.99,13,0.00,,0.00,46,0,0.00
11:00 - 11:59 am,33,,(74.01),(2.24),,(111.00),26,36.99,,1.12,79,0,0.00
12:00 - 12:59 pm,42,,117.98,2.81,,44.00,22,73.98,,1.76,52,0,0.00
01:00 - 01:59 pm,42,,7.99,0.19,,(29.00),29,36.99,,0.88,69,0,0.00
02:00 - 02:59 pm,28,,95.93,3.43,,55.00,23,36.99,,1.32,82,2,3.94
03:00 - 03:59 pm,41,,32.00,0.78,,32.00,33,0.00,,0.00,80,0,0.00
04:00 - 04:59 pm,23,,87.99,3.83,,51.00,15,36.99,,1.61,65,0,0.00
05:00 - 05:59 pm,32,,37.00,1.16,,37.00,24,0.00,,0.00,75,0,0.00
06:00 - 06:59 pm,30,,50.00,1.67,,50.00,27,0.00,,0.00,90,0,0.00
07:00 - 07:59 pm,18,,0.00,0.00,,0.00,10,0.00,,0.00,56,0,0.00
08:00 - 08:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,5.53,0.00,,0.00,0,0.00,,0.00,0,3,5.53
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09/19/2025,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,"4,296.87",0.00,,"4,296.87",0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,1,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,20,,0.00,0.00,,0.00,20,0.00,,0.00,100,0,0.00
09:00 - 09:59 am,41,,95.67,2.33,,55.99,32,36.99,,0.90,78,1,2.69
10:00 - 10:59 am,32,,42.95,1.34,,42.95,22,0.00,,0.00,69,0,0.00
11:00 - 11:59 am,49,,104.98,2.14,,21.00,36,83.98,,1.71,73,0,0.00
12:00 - 12:59 pm,54,,66.00,1.22,,66.00,27,0.00,,0.00,50,0,0.00
01:00 - 01:59 pm,65,,22.00,0.34,,12.00,32,10.00,,0.15,49,0,0.00
02:00 - 02:59 pm,42,,55.00,1.31,,55.00,26,0.00,,0.00,62,0,0.00
03:00 - 03:59 pm,33,,11.00,0.33,,11.00,27,0.00,,0.00,82,0,0.00
04:00 - 04:59 pm,22,,55.00,2.50,,55.00,14,0.00,,0.00,64,0,0.00
05:00 - 05:59 pm,15,,0.00,0.00,,0.00,4,0.00,,0.00,27,0,0.00
06:00 - 06:59 pm,43,,63.00,1.47,,63.00,30,0.00,,0.00,70,0,0.00
07:00 - 07:59 pm,24,,21.00,0.88,,21.00,14,0.00,,0.00,58,0,0.00
08:00 - 08:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09/20/2025,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,"3,183.81",0.00,,"3,183.81",0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,1,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,22,,55.00,2.50,,55.00,13,0.00,,0.00,59,0,0.00
09:00 - 09:59 am,50,,149.00,2.98,,149.00,33,0.00,,0.00,66,0,0.00
10:00 - 10:59 am,42,,135.98,3.24,,62.00,25,73.98,,1.76,60,0,0.00
11:00 - 11:59 am,50,,87.99,1.76,,51.00,35,36.99,,0.74,70,0,0.00
12:00 - 12:59 pm,39,,144.48,3.70,,105.00,30,36.99,,0.95,77,1,2.49
01:00 - 01:59 pm,50,,84.99,1.70,,48.00,24,36.99,,0.74,48,0,0.00
02:00 - 02:59 pm,55,,160.99,2.93,,124.00,27,36.99,,0.67,49,0,0.00
03:00 - 03:59 pm,45,,112.99,2.51,,76.00,32,36.99,,0.82,71,0,0.00
04:00 - 04:59 pm,47,,69.99,1.49,,69.99,35,0.00,,0.00,74,0,0.00
05:00 - 05:59 pm,29,,0.00,0.00,,0.00,13,0.00,,0.00,45,0,0.00
06:00 - 06:59 pm,36,,79.99,2.22,,79.99,21,0.00,,0.00,58,0,0.00
07:00 - 07:59 pm,22,,11.00,0.50,,11.00,11,0.00,,0.00,50,0,0.00
08:00 - 08:59 pm,2,,0.00,0.00,,0.00,2,0.00,,0.00,100,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09/21/2025,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,"3,612.67",0.00,,"3,612.67",0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
12:00 - 12:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
06:00 - 06:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09/22/2025,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,"3,495.91",0.00,,"3,495.91",0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,5,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,27,,17.00,0.63,,17.00,12,0.00,,0.00,44,0,0.00
09:00 - 09:59 am,46,,54.00,1.17,,54.00,24,0.00,,0.00,52,0,0.00
10:00 - 10:59 am,36,,49.00,1.36,,49.00,34,0.00,,0.00,94,0,0.00
11:00 - 11:59 am,35,,62.99,1.80,,62.99,17,0.00,,0.00,49,0,0.00
12:00 - 12:59 pm,32,,0.00,0.00,,0.00,17,0.00,,0.00,53,0,0.00
01:00 - 01:59 pm,9,,81.97,9.11,,(29.00),8,110.97,,12.33,89,0,0.00
02:00 - 02:59 pm,14,,56.99,4.07,,56.99,5,0.00,,0.00,36,0,0.00
03:00 - 03:59 pm,19,,0.00,0.00,,0.00,11,0.00,,0.00,58,0,0.00
04:00 - 04:59 pm,28,,59.99,2.14,,23.00,14,36.99,,1.32,50,0,0.00
05:00 - 05:59 pm,33,,70.99,2.15,,34.00,28,36.99,,1.12,85,0,0.00
06:00 - 06:59 pm,32,,46.00,1.44,,46.00,19,0.00,,0.00,59,0,0.00
07:00 - 07:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09/23/2025,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,"3,047.06",0.00,,"3,047.06",0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,1,,2.69,2.69,,0.00,0,0.00,,0.00,0,1,2.69
07:00 - 07:59 am,1,,2.69,2.69,,0.00,0,0.00,,0.00,0,1,2.69
08:00 - 08:59 am,34,,52.00,1.53,,52.00,19,0.00,,0.00,56,0,0.00
09:00 - 09:59 am,48,,33.00,0.69,,33.00,25,0.00,,0.00,52,0,0.00
10:00 - 10:59 am,38,,115.99,3.05,,79.00,24,36.99,,0.97,63,0,0.00
11:00 - 11:59 am,39,,45.00,1.15,,45.00,18,0.00,,0.00,46,0,0.00
12:00 - 12:59 pm,35,,65.99,1.89,,29.00,16,36.99,,1.06,46,0,0.00
01:00 - 01:59 pm,34,,0.00,0.00,,0.00,16,0.00,,0.00,47,0,0.00
02:00 - 02:59 pm,41,,56.00,1.37,,56.00,23,0.00,,0.00,56,0,0.00
03:00 - 03:59 pm,42,,27.00,0.64,,27.00,18,0.00,,0.00,43,0,0.00
04:00 - 04:59 pm,38,,22.00,0.58,,22.00,18,0.00,,0.00,47,0,0.00
05:00 - 05:59 pm,45,,72.99,1.62,,72.99,20,0.00,,0.00,44,0,0.00
06:00 - 06:59 pm,26,,0.00,0.00,,0.00,17,0.00,,0.00,65,0,0.00
07:00 - 07:59 pm,23,,0.00,0.00,,0.00,8,0.00,,0.00,35,0,0.00
08:00 - 08:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09/24/2025,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,"3,126.23",0.00,,"3,126.23",0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,4,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,25,,0.00,0.00,,0.00,22,0.00,,0.00,88,0,0.00
09:00 - 09:59 am,25,,52.25,2.09,,51.00,19,0.00,,0.00,76,1,1.25
10:00 - 10:59 am,29,,54.98,1.90,,40.00,14,10.00,,0.34,48,2,4.98
11:00 - 11:59 am,37,,148.98,4.03,,111.99,38,36.99,,1.00,103,0,0.00
12:00 - 12:59 pm,45,,102.99,2.29,,102.99,40,0.00,,0.00,89,0,0.00
01:00 - 01:59 pm,41,,10.00,0.24,,10.00,36,0.00,,0.00,88,0,0.00
02:00 - 02:59 pm,34,,60.00,1.76,,60.00,20,0.00,,0.00,59,0,0.00
03:00 - 03:59 pm,35,,69.98,2.00,,(4.00),24,73.98,,2.11,69,0,0.00
04:00 - 04:59 pm,32,,10.00,0.31,,10.00,18,0.00,,0.00,56,0,0.00
05:00 - 05:59 pm,29,,25.99,0.90,,(12.00),15,37.99,,1.31,52,0,0.00
06:00 - 06:59 pm,28,,50.00,1.79,,50.00,20,0.00,,0.00,71,0,0.00
